Compiler #,Queue,Chapter,Date,Title,Type,Participants,Countries,Release status,Pages,NAID,Local identifier,Series NAID,Source pages,Object filename,Source locator,Source note,Provenance note,Provenance links,Daily Diary refs,Daily Diary details,Date line,Subject line,Topics,Compiler risks,Next action,Catalog URL,PDF URL
2.008,Released chronology,Pakistan,1989-06-09,Memorandum of a Telephone Conversation,Telcon,George H. W. Bush; Benazir Bhutto,Pakistan,Declassified,2,366551687,91111-002,4545941,56-57,41-bpr-scow-pcor-telcon-91111-002.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91111-002,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 5/10/89-7/27/89, 91111-002, source pages 56-57. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 5/10/89-7/27/89, 91111-002, NAID 366551687, source pages 56-57.",https://catalog.archives.gov/id/366551687; documents/pakistan/1989-06-09-bush-benazir-bhutto-telcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91111-002.pdf; https://catalog.archives.gov/id/4522156,,,"June 9, 1989",Telephone Conversation with President Mohammad Hosni Mubarak of Egypt (4,South Asia; Pakistan; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Pakistan; Telcon; Head of state,,Ready for source-note and selection review.,https://catalog.archives.gov/id/366551687,documents/pakistan/1989-06-09-bush-benazir-bhutto-telcon-scowcroft.pdf
2.009,Released chronology,Pakistan,1989-06-10,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Benazir Bhutto,Pakistan,Full,1,428080061,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989,321498139,,1989-06-10--Bhutto.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989,"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 6/10/1989; Type Telcon; Participants Bhutto, Benazir; Country Pakistan; Release Status Full; NAID 428080061. National Archives Catalog item: TELCON with Prime Minister Bhutto of Pakistan, June 10, 1989, NAID 428080061. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989, NAID 325592633. Digital object: 1989-06-10--Bhutto.pdf, object ID 428080062, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-10--Bhutto.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551687, 91111-002, source pages 58-58.",https://catalog.archives.gov/id/428080061; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-10--Bhutto.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415889880; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_10_89-12799-003_415889880.pdf; https://catalog.archives.gov/id/415889881; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_10_89-12799-004_415889881.pdf,Presidential Daily Diary 12799-003; Presidential Daily Backup 12799-004,Presidential Daily Diary | [Presidential Daily Diary] 6/10/1989 | 12799-003 | https://catalog.archives.gov/id/415889880 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_10_89-12799-003_415889880.pdf | matched: Benazir; Bhutto; Pakistan; Presidential Daily Backup | [Presidential Daily Backup] 6/10/1989 | 12799-004 | https://catalog.archives.gov/id/415889881 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_10_89-12799-004_415889881.pdf | matched: Benazir; Bhutto,"June 10, 1989","TELCON with Prime Minister Bhutto of Pakistan, June 10, 1989",South Asia; Pakistan; Bush Library Memcons and Telcons; Telcon; South Asia; Pakistan; Telcon; Head of state; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428080061,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-10--Bhutto.pdf
3.005,Released chronology,India,1989-07-04,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Rajiv Gandhi,India,Full,2,428080113,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989,321498139,,1989-07-04--Gandhi.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989,"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/4/1989; Type Telcon; Participants Gandhi, Rajiv; Country India; Release Status Full; NAID 428080113. National Archives Catalog item: Telephone Conversation with Prime Minister Gandhi of India, July 4, 1989, NAID 428080113. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989, NAID 325592634. Digital object: 1989-07-04--Gandhi.pdf, object ID 428080114, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-04--Gandhi.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551687, 91111-002, source pages 80-81.",https://catalog.archives.gov/id/428080113; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-04--Gandhi.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415889929; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-07_04_89-12801-010_415889929.pdf,Presidential Daily Backup 12801-010,Presidential Daily Backup | [Presidential Daily Backup] 7/4/1989 | 12801-010 | https://catalog.archives.gov/id/415889929 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-07_04_89-12801-010_415889929.pdf | matched: Rajiv; India,"July 4, 1989","Telephone Conversation with Prime Minister Gandhi of India, July 4, 1989",South Asia; India; Bush Library Memcons and Telcons; Telcon; South Asia; India; Telcon; Head of state; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428080113,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-04--Gandhi.pdf
2.010,Released chronology,Pakistan,1989-08-05,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Benazir Bhutto,Pakistan,Full,2,428080169,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989,321498139,,1989-08-05--Bhutto.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989,"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 8/5/1989; Type Telcon; Participants Bhutto, Benazir; Country Pakistan; Release Status Full; NAID 428080169. National Archives Catalog item: Phone Call to the President from the Pakistani Prime Minister, August 5, 1989, NAID 428080169. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989, NAID 325592635. Digital object: 1989-08-05--Bhutto.pdf, object ID 428080170, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-05--Bhutto.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551688, 91111-003, source pages 33-34.",https://catalog.archives.gov/id/428080169; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-05--Bhutto.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415889992; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_05_89-12803-007_415889992.pdf; https://catalog.archives.gov/id/415889993; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_05_89-12803-008_415889993.pdf,Presidential Daily Diary 12803-007; Presidential Daily Backup 12803-008,Presidential Daily Diary | [Presidential Daily Diary] 8/5/1989 | 12803-007 | https://catalog.archives.gov/id/415889992 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_05_89-12803-007_415889992.pdf | matched: Benazir; Bhutto; Pakistan; Presidential Daily Backup | [Presidential Daily Backup] 8/5/1989 | 12803-008 | https://catalog.archives.gov/id/415889993 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_05_89-12803-008_415889993.pdf | matched: Benazir; Bhutto; Pakistan,"August 5, 1989","Phone Call to the President from the Pakistani Prime Minister, August 5, 1989",South Asia; Pakistan; Bush Library Memcons and Telcons; Telcon; South Asia; Pakistan; Telcon; Head of state; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428080169,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-05--Bhutto.pdf
4.003,Review ledger,Regional,1989-08-29,"NSD-20 - August 29, 1989 - U.S. Policy toward South Asia",National Security Directive source file,National Security Council,South Asia,Restricted - Possibly,45,446396836,90003-027,313189290,,41-bpr-nsc-hfiles-nsd-20-90003-027.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Directive (NSD) Files | 90003-027,"Source: George H.W. Bush Library, National Security Council, H-Files, NSD Files, NSD-20 - August 29, 1989 - U.S. Policy toward South Asia, 90003-027. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Directive (NSD) Files, 90003-027, NAID 446396836. Catalog URL: https://catalog.archives.gov/id/446396836. Series URL: https://catalog.archives.gov/id/313189290. Digital object: 41-bpr-nsc-hfiles-nsd-20-90003-027.pdf, object ID 483296483, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-20-90003-027.pdf. Page count: 45 (measured from available PDF). Other finding aid identifier: Pres-Bush. Container: 90003. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/446396836; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-20-90003-027.pdf; https://catalog.archives.gov/id/313189290; https://catalog.archives.gov/id/2163580,,,"August 29, 1989","NSD-20 - August 29, 1989 - U.S. Policy toward South Asia",South Asia; Regional; NSD Files; Measured pages; South Asia; Regional; National Security Directive source file; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/446396836,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-20-90003-027.pdf
4.004,Released chronology,Regional,1989-10-02,Memorandum of Conversation,Memcon,George H. W. Bush; Hosni Mubarak,Egypt,Declassified,5,366551664,91107-005,4545941,118-122,41-bpr-scow-pcor-memcon-91107-005.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91107-005,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/14/89-10/2/89, 91107-005, source pages 118-122. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/14/89-10/2/89, 91107-005, NAID 366551664, source pages 118-122.",https://catalog.archives.gov/id/366551664; documents/regional/1989-10-02-bush-hosni-mubarak-memcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-005.pdf; https://catalog.archives.gov/id/4522156; https://catalog.archives.gov/id/415890108; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_02_89-12807-007_415890108.pdf; https://catalog.archives.gov/id/415890109; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_02_89-12807-008_415890109.pdf,Presidential Daily Diary 12807-007; Presidential Daily Backup 12807-008,Presidential Daily Diary | [Presidential Daily Diary] 10/2/1989 | 12807-007 | https://catalog.archives.gov/id/415890108 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_02_89-12807-007_415890108.pdf | matched: Hosni; Mubarak; Egypt; Presidential Daily Backup | [Presidential Daily Backup] 10/2/1989 | 12807-008 | https://catalog.archives.gov/id/415890109 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_02_89-12807-008_415890109.pdf | matched: Hosni; Mubarak; Egypt,"October 2, 1989",Meeting with President Mubarak of Egypt (U),South Asia; Regional; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Regional; Memcon; Head of state; Presidential Daily Diary cross-reference,,"Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/366551664,documents/regional/1989-10-02-bush-hosni-mubarak-memcon-scowcroft.pdf
1.010,Review ledger,Afghanistan,1989-10-16,"NSC/DC [Deputies Committee] Meeting - October 16, 1989 re: Afghanistan",Meeting file,Richard N. Haass,Afghanistan,Restricted - Possibly,18,470426218,CF01625-007,2554866,,41-bpr-nsc-haass_meeting-cf01625-007.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-007,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Meeting - October 16, 1989 re: Afghanistan, CF01625-007. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-007, NAID 470426218. FOIA tracking: 2005-0052-F, 2008-0431-F. Access restriction: Restricted - Possibly. Page count: 18 (measured from available PDF).",https://catalog.archives.gov/id/470426218; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-007.pdf; https://catalog.archives.gov/id/2163580,,,"October 16, 1989","NSC/DC [Deputies Committee] Meeting - October 16, 1989 re: Afghanistan",South Asia; Meeting Files; Afghanistan; Deputies Committee; Measured page count; South Asia; Afghanistan; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426218,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-007.pdf
1.011,Review ledger,Afghanistan,1989-10-18,"NSC/DC 065A - October 18, 1989 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM)",Deputies Committee meeting minutes,Deputies Committee,Afghanistan,Restricted - Possibly,8,470761041,90011-020,312294079,,41-bpr-nsc-hfiles-dc_mtgs-65a-90011-020.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90011-020,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 065A - October 18, 1989 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM), 90011-020. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90011-020, NAID 470761041. Catalog URL: https://catalog.archives.gov/id/470761041. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-65a-90011-020.pdf, object ID 483296221, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-65a-90011-020.pdf. Page count: 8 (measured from available PDF). FOIA tracking: 2005-0052-F, 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90011. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761041; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-65a-90011-020.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"October 18, 1989","NSC/DC 065A - October 18, 1989 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM)",South Asia; Afghanistan; NSC/DC Meetings; Measured pages; South Asia; Afghanistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761041,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-65a-90011-020.pdf
3.006,Released chronology,India,1989-10-18,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Rajiv Gandhi,India,Full,1,428080301,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989,321498139,,1989-10-18--Gandhi.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989,"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 10/18/1989; Type Telcon; Participants Gandhi, Rajiv; Country India; Release Status Full; NAID 428080301. National Archives Catalog item: Telephone Conversation with Prime Minister Gandhi of India, October 18, 1989, NAID 428080301. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989, NAID 325592637. Digital object: 1989-10-18--Gandhi.pdf, object ID 428080302, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-18--Gandhi.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551688, 91111-003, source pages 86-86.",https://catalog.archives.gov/id/428080301; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-18--Gandhi.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415890140; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_18_89-12808-017_415890140.pdf,Presidential Daily Diary 12808-017,Presidential Daily Diary | [Presidential Daily Diary] 10/18/1989 | 12808-017 | https://catalog.archives.gov/id/415890140 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_18_89-12808-017_415890140.pdf | matched: Rajiv; Gandhi; India,"October 18, 1989","Telephone Conversation with Prime Minister Gandhi of India, October 18, 1989",South Asia; India; Bush Library Memcons and Telcons; Telcon; South Asia; India; Telcon; Head of state; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428080301,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-18--Gandhi.pdf
1.012,Review ledger,Afghanistan,1989-10-23,"NSC Meeting - October 23, 1989 re: Afghanistan",Meeting file,Richard N. Haass,Afghanistan,Restricted - Possibly,24,470426219,CF01625-008,2554866,,41-bpr-nsc-haass_meeting-cf01625-008.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-008,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC Meeting - October 23, 1989 re: Afghanistan, CF01625-008. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-008, NAID 470426219. FOIA tracking: 2008-0431-F, 2008-0430-F. Access restriction: Restricted - Possibly. Page count: 24 (measured from available PDF).",https://catalog.archives.gov/id/470426219; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-008.pdf; https://catalog.archives.gov/id/2163580,,,"October 23, 1989","NSC Meeting - October 23, 1989 re: Afghanistan",South Asia; Meeting Files; Afghanistan; Measured page count; South Asia; Afghanistan; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426219,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-008.pdf
2.011,Released chronology,Pakistan,1989-11-01,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Benazir Bhutto,Pakistan,Full,3,428080317,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,321498139,,1989-11-01--Bhutto.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 11/1/1989; Type Telcon; Participants Bhutto, Benazir; Country Pakistan; Release Status Full; NAID 428080317. National Archives Catalog item: Telephone Conversation with Prime Minister Bhutto of Pakistan, November 1, 1989, NAID 428080317. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989, NAID 325592638. Digital object: 1989-11-01--Bhutto.pdf, object ID 428080318, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Bhutto.pdf. Access restriction: Unrestricted. Page count: 3 (measured from available PDF).",https://catalog.archives.gov/id/428080317; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Bhutto.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415890168; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf,Presidential Daily Diary 12810-001,Presidential Daily Diary | [Presidential Daily Diary] 11/1/1989 | 12810-001 | https://catalog.archives.gov/id/415890168 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf | matched: Benazir; Bhutto,"November 1, 1989","Telephone Conversation with Prime Minister Bhutto of Pakistan, November 1, 1989",South Asia; Pakistan; Bush Library Memcons and Telcons; Telcon; Measured page count; South Asia; Pakistan; Telcon; Head of state; Measured page count; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428080317,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Bhutto.pdf
