Gap ID,Priority,Status,Gap lane,Gap title,Section order,Section,Item type,Item ID,Compiler #,Chapter or lane,Date,Title,NAID or targets,Source pool,Pages,Access or status,Issue,Closure question,Next action,Catalog URL,PDF URL
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-645607135,,India,1989-01-20,India [1],645607135,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607135,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/645607135,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-007.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-645608143,,India,1989-01-20,India [2],645608143,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645608143,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/645608143,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-002.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-645607137,,India,1989-01-20,India [2],645607137,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607137,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/645607137,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-008.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-645607805,,India,1989-01-20,India [A],645607805,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607805,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/645607805,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-001.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-645607807,,India,1989-01-20,India [B],645607807,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607807,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/645607807,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-002.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,3,Potential lead to screen,Potential lead,catalog-lead-470437053,,Pakistan,1989-01-20,Pakistan-India,470437053,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Robert M. Gates' Subject Files | Robert M. Gates' Subject Files | NAID 470437053,,High; High-priority source review lead; Online object available,High-priority source review lead,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/470437053,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/subject_2554843/41-bpr-nsc-gates-subj-cf00946-012.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,323150513,,Pakistan,1989-01-20,Bhutto Departure 6/6/89,323150513,Catalog lead | Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Draft Files | Speech Draft Files | NAID 323150513 | 41-bpr-speech-draft-chron-13490-003_323150513.pdf,,Restricted - Possibly; Online object available,high-priority gap target; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/323150513,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13490-003_323150513.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,323152491,,Pakistan,1989-01-20,Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264],323152491,Catalog lead | Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Backup Chronological Files | Speech Backup Chronological Files | NAID 323152491 | 41-bpr-speech-backup-chron-13671-005_323152491.pdf,,Restricted - Possibly; Online object available,high-priority gap target; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/323152491,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13671-005_323152491.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607415,,India,1989-01-20,India,645607415,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607415 | 41-bpr-dhm-cheney-country-31815-004.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607415,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31815-004.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645608141,,India,1989-01-20,India [1],645608141,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645608141 | 41-bpr-dhm-cheney-country-31847-001.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645608141,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-001.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607135,,India,1989-01-20,India [1],645607135,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607135 | 41-bpr-dhm-cheney-country-31802-007.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607135,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-007.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645608143,,India,1989-01-20,India [2],645608143,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645608143 | 41-bpr-dhm-cheney-country-31847-002.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645608143,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-002.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607137,,India,1989-01-20,India [2],645607137,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607137 | 41-bpr-dhm-cheney-country-31802-008.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607137,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-008.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607805,,India,1989-01-20,India [A],645607805,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607805 | 41-bpr-dhm-cheney-country-31832-001.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607805,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-001.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607807,,India,1989-01-20,India [B],645607807,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607807 | 41-bpr-dhm-cheney-country-31832-002.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607807,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-002.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,470426145,,Regional,1989-01-20,Letters on Kashmir,470426145,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Correspondence Files | Richard N. Haass' Correspondence Files | NAID 470426145 | 41-bpr-nsc-haass_correspondence-cf01479-008.pdf,,Restricted - Possibly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/470426145,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/correspondence_2554865/41-bpr-nsc-haass_correspondence-cf01479-008.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645608235,,Pakistan,1989-01-20,Pakistan,645608235,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645608235 | 41-bpr-dhm-cheney-country-31850-010.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645608235,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31850-010.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607905,,Pakistan,1989-01-20,Pakistan [A],645607905,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607905 | 41-bpr-dhm-cheney-country-31836-005.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607905,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-005.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607531,,Pakistan,1989-01-20,Pakistan [A],645607531,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607531 | 41-bpr-dhm-cheney-country-31820-001.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607531,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-001.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607533,,Pakistan,1989-01-20,Pakistan [B],645607533,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607533 | 41-bpr-dhm-cheney-country-31820-002.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607533,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-002.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,645607907,,Pakistan,1989-01-20,Pakistan [B],645607907,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607907 | 41-bpr-dhm-cheney-country-31836-006.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/645607907,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-006.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,470437053,,Pakistan,1989-01-20,Pakistan-India,470437053,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Robert M. Gates' Subject Files | Robert M. Gates' Subject Files | NAID 470437053 | 41-bpr-nsc-gates-subj-cf00946-012.pdf,,Restricted - Possibly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/470437053,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/subject_2554843/41-bpr-nsc-gates-subj-cf00946-012.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Confirmed record,428079855,3.001,India,1989-02-23,Memorandum of Conversation,428079855; [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989,Presidential Memcon Files | Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989 | 1989-02-23--Venkataraman.pdf,9 pages,Full,high-priority gap target; source page range not fixed; catalog-derived title/source note,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/428079855,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-23--Venkataraman.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Confirmed record,470760996,3.003,India,1989-05-04,"NSC/DC 022 - May 04, 1989 - NSC/DC Meeting on South Asia, Keywords: South Asia, India (File located @ LM)",470760996; 90010-001,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90010-001 | 41-bpr-nsc-hfiles-dc_mtgs-22-90010-001.pdf,45 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/470760996,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-22-90010-001.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Confirmed record,428080057,3.004,India,1989-06-08,Memorandum of Telephone Conversation,428080057; [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989,Presidential Telcon Files | Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: June 1989 | 1989-06-08--Gandhi.pdf,4 pages,Full,high-priority gap target; catalog-derived title/source note,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/428080057,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-08--Gandhi.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Confirmed record,428080113,3.005,India,1989-07-04,Memorandum of Telephone Conversation,428080113; [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989,Presidential Telcon Files | Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989 | 1989-07-04--Gandhi.pdf,2 pages,Full,high-priority gap target; source page range not fixed; catalog-derived title/source note,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/428080113,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-04--Gandhi.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Confirmed record,428080301,3.006,India,1989-10-18,Memorandum of Telephone Conversation,428080301; [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989,Presidential Telcon Files | Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989 | 1989-10-18--Gandhi.pdf,1 page,Full,high-priority gap target; source page range not fixed; catalog-derived title/source note,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/428080301,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-18--Gandhi.pdf
gap-india-policy-lane,High,Open,India,Build an India policy lane beyond leader conversations,4,Page-boundary pull,Potential lead,470426225,,Regional,1990-03-26,"NSC/DC [Deputies Committee] Teleconference - March 26, 1990 Re: Kashmir",470426225,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426225 | 41-bpr-nsc-haass_meeting-cf01625-014.pdf,,Restricted - Possibly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Has the India chapter been consciously tested beyond leader calls: Kashmir/security, nuclear/nonproliferation, defense, economic reform, trade, embassy, Haass, Gates, WHORM, and State files?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/470426225,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-014.pdf
